date,open,high,low,close,adjusted_close,volume,SMA_5,SMA_10,SMA_20,EMA_12,EMA_26,MACD,MACD_signal,MACD_histogram,BB_middle,BB_upper,BB_lower,BB_width,BB_position,RSI,price_change,price_change_5d,price_change_10d,volume_sma_10,volume_ratio,volatility_10d,volatility_20d,Day_of_Week,Month,Quarter,Symbol,Company_Name,Sector,Market_Cap_Category,Sentiment_Score,Sentiment_Category,Confidence_Score,Primary_Market_Factor,News_Volume,Social_Media_Mentions,Analyst_Coverage,Price_Change_Percent,Volume_Change_Percent,Market_Volatility_Index,Sector_Performance,Market_Phase,Year,Market_Volatility,sentiment_momentum,sentiment_sma_5,sentiment_volatility,day_of_week,month,quarter,year,is_month_end,is_quarter_end,close_lag_1,sentiment_lag_1,close_lag_2,sentiment_lag_2,close_lag_3,sentiment_lag_3,close_lag_5,sentiment_lag_5,close_future_1,return_future_1,close_future_2,return_future_2,close_future_3,return_future_3,close_future_5,return_future_5,symbol
2020-05-20,153.9733,158.3111,153.4933,156.1423,53.8412,24677236.0,156.01780000000002,157.78311000000002,,157.4125712221009,157.93974046771336,-0.5271692456124697,-0.24120779884943344,-0.28596144676303625,,,,,,,0.002511699756855723,-0.049252547172855765,-0.04209763662821375,21239553.9,1.1618528391031793,0.022958260098694956,,Wednesday,May,Q2,POWERGRID.NSE,Power Grid Corporation of India,Power,Large Cap,-0.117,Negative,0.129,Technical Factors,12.0,16.0,10,0.63,-4.65,52.29,-1.05,covid_crash,,,0.022000000000000006,-0.2658,0.15931087707860864,2,5,2,2020,0,0,155.7511,-0.139,152.2489,-0.312,157.4756,-0.25,164.2311,-0.324,156.5867,0.002846121774817023,153.5823,-0.01639530095304098,,,154.8623,-0.008197650476520435,POWERGRID.NSE
2020-05-21,155.2533,157.5289,154.72,156.5867,53.9945,17176104.0,155.64092,157.50222000000002,,157.27195172156533,157.78777792097046,-0.5158261994051259,-0.2986581731427974,-0.21716802626232845,,,,,,49.78271379604431,0.002846121774817023,-0.011891127151890779,-0.017622192833428252,22101027.8,0.7771631326575681,0.022115423006488902,,Thursday,May,Q2,POWERGRID.NSE,Power Grid Corporation of India,Power,Large Cap,-0.048,Neutral,0.1,Interest Rate Policy,12.0,18.0,10,0.2,-84.3,28.79,0.25,covid_crash,,,0.069,-0.1732,0.18468002358433658,3,5,2,2020,0,0,156.1423,-0.117,155.7511,-0.139,152.2489,-0.312,158.4711,-0.511,153.5823,-0.01918681471670325,,,155.0577,-0.009764558548075897,154.9689,-0.010331656519998345,POWERGRID.NSE
2020-05-22,154.72,155.6977,151.8577,153.5823,52.9585,25080934.0,154.86226000000002,157.19112,,156.65387189356997,157.33284822490984,-0.678976331339868,-0.3774956519718794,-0.3014806793679886,,,,,,46.02683930069158,-0.01918681471670325,-0.024723195212464577,-0.01985407161633579,21519243.6,1.1655118770066806,0.022298723367787765,,Friday,May,Q2,POWERGRID.NSE,Power Grid Corporation of India,Power,Large Cap,-0.303,Negative,0.221,Interest Rate Policy,14.0,20.0,10,-0.8,-14.33,43.94,-1.73,covid_crash,,,-0.255,-0.18380000000000002,0.18445911922880545,4,5,2,2020,0,0,156.5867,-0.048,156.1423,-0.117,155.7511,-0.139,157.4756,-0.25,,,155.0577,0.009606575757753477,154.8623,0.008334293730462461,155.2533,0.01088016001843961,POWERGRID.NSE
2020-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monday,May,Q2,POWERGRID.NSE,Power Grid Corporation of India,Power,Large Cap,-0.383,Negative,0.331,COVID-19 Impact,10.0,29.0,4,-4.89,-12.85,55.51,-1.37,covid_crash,,,-0.08000000000000002,-0.198,0.16991971960638091,0,5,2,2020,0,0,153.5823,-0.303,156.5867,-0.048,156.1423,-0.117,152.2489,-0.312,155.0577,,154.8623,,154.9689,,156.5511,,POWERGRID.NSE
2020-05-26,153.8844,156.3911,153.2444,155.0577,53.4673,18512726.0,155.42402,157.04712,,156.39009190305262,157.09484903068775,-0.7047571276351334,-0.44484362399006294,-0.2599135036450705,,,,,,41.53757857486748,0.009606575757753477,0.018448737560665673,-0.009201413183708151,22425173.8,0.8255332228461926,0.022589706254593188,,Tuesday,May,Q2,POWERGRID.NSE,Power Grid Corporation of India,Power,Large Cap,-0.643,Negative,0.343,Economic Stimulus,12.0,26.0,8,1.69,-8.28,42.25,-0.6,covid_crash,,,-0.26,-0.2988,0.18108070637763213,1,5,2,2020,0,0,,-0.383,153.5823,-0.303,156.5867,-0.048,155.7511,-0.139,154.8623,-0.0012601760505928095,154.9689,-0.0005726900373217436,155.2533,0.0012614658930190092,162.6489,0.04895725913643756,POWERGRID.NSE
2020-05-27,155.0577,155.6089,153.4933,154.8623,53.3998,22655102.0,155.24626000000004,156.44091,,156.14046096614263,156.86822580751434,-0.7277648413717088,-0.5027313839370243,-0.2250334574346845,,,,,,38.446103765258144,-0.0012601760505928095,-0.005706540756373446,-0.037670483779961184,22691902.6,0.9983782496933509,0.020182203860608566,,Wednesday,May,Q2,POWERGRID.NSE,Power Grid Corporation of India,Power,Large Cap,-0.021,Neutral,0.1,FII/DII Activity,11.0,14.0,7,-2.23,-20.88,57.29,1.77,covid_crash,,,0.622,-0.27959999999999996,0.20138798927002133,2,5,2,2020,0,0,155.0577,-0.643,,-0.383,153.5823,-0.303,156.1423,-0.117,154.9689,0.0006883534598154384,155.2533,0.0025248236659276557,156.5511,0.010905171884958431,162.1689,0.047181270070249415,POWERGRID.NSE
2020-05-28,156.0533,156.0533,153.7777,154.9689,53.4366,25797058.0,155.01158,155.51469,,155.95084605037167,156.68057576634033,-0.7297297159686593,-0.5489639013358708,-0.1807658146327885,,,,,,43.02510627704194,0.0006883534598154384,-0.007514939897772854,-0.05639735713881233,22554026.0,1.143789494611738,0.018438533473219363,,Thursday,May,Q2,POWERGRID.NSE,Power Grid Corporation of India,Power,Large Cap,-0.351,Negative,0.27,Sector Rotation,13.0,18.0,7,2.32,-31.03,32.35,-1.02,covid_crash,,,-0.32999999999999996,-0.3402,0.18612961433724978,3,5,2,2020,0,0,154.8623,-0.021,155.0577,-0.643,,-0.383,156.5867,-0.048,155.2533,0.0018352069350688893,156.5511,0.010209790480541603,162.6489,0.0495583307360381,166.7911,0.076287564795259,POWERGRID.NSE
2020-05-29,154.9689,156.3377,154.3289,155.2533,53.5347,63844868.0,154.7449,155.19290999999998,,155.83884576800182,156.5429657299392,-0.7041199619373799,-0.5804488595232461,-0.12367110241413382,,,,,,47.54393625150093,0.0018352069350688893,-0.008515410312625593,-0.020305279637738427,26293060.8,2.4282021969842322,0.015321483637358605,,Friday,May,Q2,POWERGRID.NSE,Power Grid Corporation of India,Power,Large Cap,-0.516,Negative,0.466,Interest Rate Policy,10.0,21.0,8,-0.92,17.87,62.68,-1.49,covid_crash,,,-0.16500000000000004,-0.38280000000000003,0.20328253463809648,4,5,2,2020,0,0,154.9689,-0.351,154.8623,-0.021,155.0577,-0.643,153.5823,-0.303,156.5511,0.008359242605471051,162.6489,0.04763570242951354,162.1689,0.04454398070765664,168.96,0.08828604609370627,POWERGRID.NSE
2020-06-01,156.2489,158.72,155.4133,156.5511,53.9822,45314516.0,155.33866,155.10046,157.286225,155.95244458658016,156.54373285343257,-0.5912882668524162,-0.5826420264825862,-0.008646240369829972,157.286225,163.46602536634637,151.10642463365363,12.35960073269274,0.4405219459836182,50.08777870560927,0.008359242605471051,0.019330352521091276,-0.005870750770277988,28823346.8,1.5721462297362359,0.015558490850803597,,Monday,June,Q2,POWERGRID.NSE,Power Grid Corporation of India,Power,Large Cap,-0.479,Negative,0.408,Regulatory Changes,10.0,23.0,8,-4.07,-15.83,58.98,0.14,covid_crash,,,0.03700000000000003,-0.40199999999999997,0.2125506475590648,0,6,2,2020,0,0,155.2533,-0.516,154.9689,-0.351,154.8623,-0.021,,-0.383,162.6489,0.038950860134486565,162.1689,0.035884768615487284,166.7911,0.06540995240531688,169.8489,0.08494223291947489,POWERGRID.NSE
2020-06-02,157.5289,165.9023,156.3023,162.6489,56.0849,43626072.0,156.8569,156.14046000000002,157.581335,157.01447930459958,157.1080778301301,-0.09359852553052406,-0.48392280215904815,0.3903242766285241,157.581335,164.200725612523,150.961944387477,13.238781225046012,0.8827818372293096,52.68709973978216,0.038950860134486565,0.04895725913643756,0.0683091963226008,29896115.6,1.459255529504308,0.015430094715159316,0.02030828889814312,Tuesday,June,Q2,POWERGRID.NSE,Power Grid Corporation of India,Power,Large Cap,-0.416,Negative,0.537,Capacity Expansion,9.0,23.0,8,-1.95,-8.42,35.0,-0.05,covid_crash,,,0.063,-0.3566,0.20722025319290904,1,6,2,2020,0,0,156.5511,-0.479,155.2533,-0.516,154.9689,-0.351,155.0577,-0.643,162.1689,-0.0029511419997306776,166.7911,0.025467125815176184,168.96,0.03880198390520939,168.0711,0.033336837814458065,POWERGRID.NSE
2020-06-03,163.0933,165.0667,161.4756,162.1689,55.9193,13812062.0,158.31822000000003,156.78224,157.62578000000002,157.82808767701385,157.56745085319733,0.260636823816526,-0.33390393309035843,0.5945407569068843,157.62578000000002,164.3606648319306,150.89089516806945,13.469769663861143,0.837282679167781,46.476293324402484,-0.0029511419997306776,0.047181270070249415,0.04120548747328279,30049667.8,0.4596410879457376,0.014547314912612403,0.019314563573556424,Wednesday,June,Q2,POWERGRID.NSE,Power Grid Corporation of India,Power,Large Cap,-0.56,Negative,0.44,Capacity Expansion,14.0,18.0,9,3.64,-33.08,49.19,-0.23,covid_crash,,,-0.14400000000000007,-0.46440000000000003,0.20450645194929395,2,6,2,2020,0,0,162.6489,-0.416,156.5511,-0.479,155.2533,-0.516,154.8623,-0.021,166.7911,0.028502382392678216,168.96,0.04187671002269866,169.8489,0.04735803227375879,167.5733,0.033325748648476816,POWERGRID.NSE
2020-06-04,162.8089,167.4844,162.7023,166.7911,57.5132,23992368.0,160.68266,157.84712,157.815115,159.2372323561859,158.39093627747587,0.8462960787100258,-0.09646232285300224,0.942758401563028,157.815115,165.35183609112232,150.27839390887766,15.073442182244662,1.0954834265111002,64.79163703598348,0.028502382392678216,0.076287564795259,0.06819932843310239,29981181.0,0.8002475953165421,0.01642471874383114,0.020201740034476313,Thursday,June,Q2,POWERGRID.NSE,Power Grid Corporation of India,Power,Large Cap,-0.101,Negative,0.1,COVID-19 Impact,9.0,20.0,17,1.75,17.85,54.13,-0.37,covid_crash,,,0.4590000000000001,-0.4144,0.19567265748920792,3,6,2,2020,0,0,162.1689,-0.56,162.6489,-0.416,156.5511,-0.479,154.9689,-0.351,168.96,0.013003691443967957,169.8489,0.01833311249820868,168.0711,0.0076742703897270115,168.5156,0.010339280693034691,POWERGRID.NSE
2020-06-05,164.5689,171.7689,162.1689,168.96,58.2611,22851642.0,163.424,159.08445,158.293335,160.7606875775491,159.32040676675678,1.4402808107923306,0.21234460335406252,1.227936207438268,158.293335,167.31899344555924,149.26767655444078,18.05131689111846,1.0909078580991598,69.5996914401961,0.013003691443967957,0.08828604609370627,0.07901884387371338,30548734.8,0.7480389007796159,0.016471239136953624,0.019570279319495478,Friday,June,Q2,POWERGRID.NSE,Power Grid Corporation of India,Power,Large Cap,-0.416,Negative,0.515,Capacity Expansion,12.0,38.0,6,-3.65,0.65,45.79,-0.99,covid_crash,,,-0.31499999999999995,-0.3944,0.19416213156363246,4,6,2,2020,0,0,166.7911,-0.101,162.1689,-0.56,162.6489,-0.416,155.2533,-0.516,169.8489,0.005261008522727151,168.0711,-0.005261008522727262,167.5733,-0.008207267992424327,163.8933,-0.02998757102272731,POWERGRID.NSE
2020-06-08,170.9333,172.3556,168.3733,169.8489,58.5676,11723593.0,166.08355999999998,160.71111000000002,158.95111500000002,162.18067721663976,160.23364416615226,1.947033050487505,0.5605979567516565,1.3864350937358485,158.95111500000002,169.30551304024814,148.5967169597519,20.708796080496256,1.0262394278083413,85.25697527203961,0.005261008522727151,0.08494223291947489,0.10591454874682804,29213000.7,0.40131423404237965,0.013590492488409869,0.018994160743463207,Monday,June,Q2,POWERGRID.NSE,Power Grid Corporation of India,Power,Large Cap,-0.366,Negative,0.24,COVID-19 Impact,9.0,20.0,12,-1.9,38.34,61.68,-0.1,covid_crash,,,0.04999999999999999,-0.3718,0.19429099024115573,0,6,2,2020,0,0,168.96,-0.416,166.7911,-0.101,162.1689,-0.56,156.5511,-0.479,168.0711,-0.010466950330558444,167.5733,-0.013397790624490313,168.5156,-0.007849918368620479,160.8711,-0.05285756928658336,POWERGRID.NSE
2020-06-09,171.4667,171.52,167.5377,168.0711,57.9546,8412592.0,167.168,162.01245,159.529785,163.0988248630505,160.90495946224402,2.1938654008064873,0.8882416879784097,1.3056237128280777,159.529785,170.57726250246515,148.48230749753486,22.094955004930284,0.8865730886573012,76.51149979341692,-0.010466950330558444,0.033336837814458065,0.08392617715856732,28202987.3,0.2982872668953051,0.015087792590933265,0.01924381728823409,Tuesday,June,Q2,POWERGRID.NSE,Power Grid Corporation of India,Power,Large Cap,-0.42,Negative,0.524,Capacity Expansion,9.0,25.0,10,-1.49,44.04,26.79,-0.98,covid_crash,,,-0.05399999999999999,-0.3726,0.17329371342062902,1,6,2,2020,0,0,169.8489,-0.366,168.96,-0.416,166.7911,-0.101,162.6489,-0.416,167.5733,-0.0029618417443570966,168.5156,0.002644714052564723,163.8933,-0.024857337162665027,160.3377,-0.04601266963802808,POWERGRID.NSE
2020-06-10,168.0711,168.7644,166.1511,167.5733,57.7829,10101684.0,168.24888,163.28355000000002,159.86223,163.79485741686506,161.4695956169121,2.325261799952955,1.1763422948980222,1.1489195050549326,159.86223,171.47225194151787,148.25220805848215,23.220043883035714,0.8320867970294231,74.48611503825754,-0.0029618417443570966,0.033325748648476816,0.0820793698660034,26947645.5,0.3748633252578597,0.015215303689963572,0.018396727357943933,Wednesday,June,Q2,POWERGRID.NSE,Power Grid Corporation of India,Power,Large Cap,-0.576,Negative,0.461,Vaccine Rollout,7.0,25.0,9,-2.7,6.05,36.52,-1.54,covid_crash,,,-0.15599999999999997,-0.3758,0.13585241174810908,2,6,2,2020,0,0,168.0711,-0.42,169.8489,-0.366,168.96,-0.416,162.1689,-0.56,168.5156,0.00562321085757711,163.8933,-0.021960539059623363,160.8711,-0.03999563176233911,157.1911,-0.061956170821962586,POWERGRID.NSE
2020-06-11,165.6177,175.7156,165.4044,168.5156,58.1078,22113056.0,168.59378,164.63822,160.07645499999998,164.5279447633434,162.05995230812118,2.4679924552222303,1.4351729783166127,1.0328194769056176,160.07645499999998,172.1737868964359,147.97912310356406,24.194663792871836,0.8488019123657483,75.01898094355215,0.00562321085757711,0.010339280693034691,0.08741560403409987,26579245.3,0.831967038582544,0.015029914365736011,0.01790897518105463,Thursday,June,Q2,POWERGRID.NSE,Power Grid Corporation of India,Power,Large Cap,-0.083,Neutral,0.199,Technical Factors,10.0,15.0,4,1.76,-74.88,34.33,1.57,covid_crash,,,0.49299999999999994,-0.3722,0.17249222204686987,3,6,2,2020,0,0,167.5733,-0.576,168.0711,-0.42,169.8489,-0.366,166.7911,-0.101,163.8933,-0.02742950800994093,160.8711,-0.045363752673342916,160.3377,-0.048529038261146074,163.04,-0.032493134166807214,POWERGRID.NSE
2020-06-12,163.6444,166.9333,163.2,163.8933,56.514,20333800.0,167.58044,165.50222000000002,160.347565,164.42953250322466,162.2120837288221,2.2174487744025555,1.5918706153825328,0.6255781590200227,160.347565,172.53610114754883,148.15902885245117,24.377072295097662,0.6454536852119469,70.25131984161904,-0.02742950800994093,-0.02998757102272731,0.055650990993428184,22228138.5,0.9147774565108094,0.018841042016601268,0.017154475281272025,Friday,June,Q2,POWERGRID.NSE,Power Grid Corporation of India,Power,Large Cap,-0.339,Negative,0.466,Merger & Acquisition,15.0,18.0,11,-1.33,6.34,48.88,-1.22,covid_crash,,,-0.256,-0.35679999999999995,0.16751198962064376,4,6,2,2020,0,0,168.5156,-0.083,167.5733,-0.576,168.0711,-0.42,168.96,-0.416,160.8711,-0.018440046054353676,160.3377,-0.02169460252493538,157.1911,-0.04089367899725005,168.9067,0.030589413966281676,POWERGRID.NSE
2020-06-15,162.8089,163.5911,160.2311,160.8711,55.4718,13833339.0,165.78488000000002,165.93422,160.51734,163.8784108298873,162.1017910039653,1.7766198259219834,1.6288662558750675,0.14775357004691592,160.51734,172.6318063298232,148.40287367017677,24.228932659646432,0.5146007257096065,60.76380145457779,-0.018440046054353676,-0.05285756928658336,0.027594823670993085,19080020.8,0.725016976920696,0.02025605400308693,0.017664651220726083,Monday,June,Q2,POWERGRID.NSE,Power Grid Corporation of India,Power,Large Cap,-0.498,Negative,0.486,Global Markets,12.0,25.0,7,1.29,-0.36,34.52,-0.49,covid_crash,,,-0.15899999999999997,-0.3832,0.16891697500382974,0,6,2,2020,0,0,163.8933,-0.339,168.5156,-0.083,167.5733,-0.576,169.8489,-0.366,160.3377,-0.0033156980961775995,157.1911,-0.0228754574314467,163.04,0.013482222723658843,176.0,0.09404361628657965,POWERGRID.NSE
2020-06-16,163.2889,163.84,159.1111,160.3377,55.2879,13973221.0,164.2382,165.7031,160.92177999999998,163.33059891507207,161.95787501568392,1.3727238993881485,1.5775870000625196,-0.20486310067437108,160.92177999999998,172.3972011929763,149.44635880702367,22.950842385952626,0.474550825186379,60.01265433904853,-0.0033156980961775995,-0.04601266963802808,-0.014209748728703286,16114735.7,0.8671082951735908,0.015824975269462877,0.015762890563795467,Tuesday,June,Q2,POWERGRID.NSE,Power Grid Corporation of India,Power,Large Cap,-0.012,Neutral,0.1,Management Commentary,15.0,7.0,7,0.23,28.31,62.68,0.34,covid_crash,,,0.486,-0.3016,0.20346523044490916,1,6,2,2020,0,0,160.8711,-0.498,163.8933,-0.339,168.5156,-0.083,168.0711,-0.42,157.1911,-0.019624829344564665,163.04,0.016853802942164986,168.9067,0.05344345091640945,184.7289,0.15212392344408077,POWERGRID.NSE
